pgID,pgChr,pgOrd,IM62,L1,S1
22435,chr8,13814,Migut.H02254.1.v2.0,MgL1_08g23500.1,MgS1_08g23110.1
8806,chr8,13814.5,,MgL1_08g23510.1,
8807,chr8,13814.6666666667,Migut.H02255.1.v2.0,,
22436,chr8,13815,,MgL1_08g23520.1,MgS1_08g23120.1
8808,chr8,13815.5,Migut.H02256.1.v2.0|Migut.H02256.1.v2.0,MgL1_08g23530.1,
22437,chr8,13816,Migut.H02257.1.v2.0,MgL1_08g23540.1,MgS1_08g23130.1
8809,chr8,13817,Migut.H02258.1.v2.0|Migut.H02258.1.v2.0,MgL1_08g23550.1,
22438,chr8,13817,Migut.H02262.1.v2.0,MgL1_08g23600.1,MgS1_08g23140.1
22439,chr8,13818,Migut.H02259.1.v2.0,MgL1_08g23560.1,MgS1_08g23150.1
22440,chr8,13819,Migut.H02261.1.v2.0,MgL1_08g23570.1,MgS1_08g23160.1
8810,chr8,13819.5,Migut.H02260.1.v2.0|Migut.H02260.1.v2.0,MgL1_08g23580.1,
22441,chr8,13820,,MgL1_08g23590.1,MgS1_08g23170.1
8811,chr8,13821,,MgL1_08g23620.1,
22442,chr8,13821,Migut.H02263.1.v2.0,,MgS1_08g23180.1
8812,chr8,13821.5,Migut.H02264.1.v2.0|Migut.H02264.1.v2.0|Migut.H02264.2.v2.0+|Migut.H02264.2.v2.0+|Migut.H02264.3.v2.0+|Migut.H02264.3.v2.0+,MgL1_08g23630.1,
22443,chr8,13822,Migut.H02265.1.v2.0,MgL1_08g23640.1,MgS1_08g23190.1
22444,chr8,13823,Migut.H02266.1.v2.0,MgL1_08g23650.1,MgS1_08g23200.1
8813,chr8,13824,Migut.H02267.1.v2.0|Migut.H02269.1.v2.0+|Migut.H02271.1.v2.0+|Migut.H02272.1.v2.0+,,
22445,chr8,13824,,MgL1_08g23660.1|MgL1_08g23710.1+,MgS1_08g23210.1
22446,chr8,13825,Migut.H02268.1.v2.0|Migut.H02270.1.v2.0+,MgL1_08g23670.1|MgL1_08g23690.1+,MgS1_08g23220.1|MgS1_08g23240.1+
22447,chr8,13826,,MgL1_08g23680.1|MgL1_08g23700.1+|MgL1_08g23720.1+|MgL1_08g23730.1+,MgS1_08g23230.1|MgS1_08g23250.1+|MgS1_08g23260.1+
22448,chr8,13830,,MgL1_08g23740.1|MgL1_08g23750.1+,MgS1_08g23270.1|MgS1_08g23280.1+
8814,chr8,13831,Migut.H02275.1.v2.0,,
8815,chr8,13831,Migut.H02273.1.v2.0|Migut.H02273.1.v2.0|Migut.H02274.1.v2.0+|Migut.H02274.1.v2.0+,MgL1_08g23760.1,
8816,chr8,13832,,MgL1_08g23770.1,
22449,chr8,13832,,,MgS1_08g23290.1
22450,chr8,13833,,MgL1_08g23780.1,MgS1_08g23300.1
8817,chr8,13833.5,,MgL1_08g23790.1,
22451,chr8,13834,Migut.H02276.1.v2.0|Migut.H02277.1.v2.0+,MgL1_08g23800.1,MgS1_08g23310.1
22452,chr8,13835,Migut.H02278.2.v2.0|Migut.H02278.1.v2.0+,MgL1_08g23810.1,MgS1_08g23320.1
22453,chr8,13836,,,MgS1_08g23330.1
22454,chr8,13837,,,MgS1_08g23340.1
22455,chr8,13838,Migut.H02279.1.v2.0,MgL1_08g23820.1,MgS1_08g23350.1
22456,chr8,13839,Migut.H02280.1.v2.0,MgL1_08g23830.1,MgS1_08g23360.1
8818,chr8,13839.5,,MgL1_08g23840.1,
22457,chr8,13840,Migut.H02281.1.v2.0,MgL1_08g23850.1,MgS1_08g23370.1
22458,chr8,13841,Migut.H02282.1.v2.0,MgL1_08g23860.1,MgS1_08g23380.1
8819,chr8,13841.5,,MgL1_08g23870.1,
22459,chr8,13842,Migut.H02283.1.v2.0,MgL1_08g23880.1,MgS1_08g23390.1|MgS1_08g23400.1+
8820,chr8,13843.6666666667,Migut.H02284.1.v2.0,,
22460,chr8,13844,,,MgS1_08g23410.1
22461,chr8,13845,Migut.H02285.1.v2.0,MgL1_08g23890.1,MgS1_08g23420.1
22462,chr8,13846,Migut.H02286.1.v2.0,MgL1_08g23900.1,MgS1_08g23430.1
22463,chr8,13847,,,MgS1_08g23440.1
22464,chr8,13848,Migut.H02287.1.v2.0,MgL1_08g23910.1,MgS1_08g23450.1
8821,chr8,13848.6666666667,Migut.H02288.1.v2.0|Migut.H02288.1.v2.0,MgL1_08g23920.1,
22465,chr8,13849,,,MgS1_08g23470.1
8822,chr8,13849.3333333333,,MgL1_08g23930.1,
22466,chr8,13850,,MgL1_08g23940.1,MgS1_08g23480.1
8823,chr8,13850.6666666667,Migut.H02289.2.v2.0|Migut.H02289.1.v2.0+,,
8824,chr8,13851,,MgL1_08g23950.1,
22467,chr8,13851,,,MgS1_08g23490.1
22468,chr8,13852,Migut.H02290.1.v2.0,MgL1_08g23960.1,MgS1_08g23500.1
22469,chr8,13853,Migut.H02291.1.v2.0,MgL1_08g23970.1,MgS1_08g23510.1
22470,chr8,13854,Migut.H02292.1.v2.0|Migut.H02292.3.v2.0+|Migut.H02292.2.v2.0+,MgL1_08g23980.1,MgS1_08g23520.1
8825,chr8,13854.4,,MgL1_08g23990.1,
8826,chr8,13854.8,,MgL1_08g24000.1,
22471,chr8,13855,Migut.H02293.1.v2.0|Migut.H02296.1.v2.0+|Migut.H02298.1.v2.0+,,MgS1_08g23530.1
8827,chr8,13855.2,,MgL1_08g24010.1,
8828,chr8,13855.5,Migut.H02294.1.v2.0,,
8829,chr8,13855.6,,MgL1_08g24020.1,
22472,chr8,13856,Migut.H02295.1.v2.0|Migut.H02297.1.v2.0+|Migut.H02299.1.v2.0+,MgL1_08g24030.1,MgS1_08g23540.1
22473,chr8,13857,Migut.H02300.1.v2.0,MgL1_08g24050.1,MgS1_08g23550.1
22474,chr8,13858,,,MgS1_08g23560.1
8830,chr8,13858.3333333333,Migut.H02301.1.v2.0,MgL1_08g24060.1|MgL1_08g24060.1,
22475,chr8,13859,,MgL1_08g24070.1,MgS1_08g23570.1
8831,chr8,13859.6666666667,Migut.H02302.1.v2.0,,
22476,chr8,13860,,MgL1_08g24080.1,MgS1_08g23580.1
22477,chr8,13861,Migut.H02303.1.v2.0,MgL1_08g24090.1,MgS1_08g23590.1
22478,chr8,13862,,MgL1_08g24100.1,MgS1_08g23600.1
22479,chr8,13863,Migut.H02304.1.v2.0,MgL1_08g24110.1,MgS1_08g23610.1
22480,chr8,13864,Migut.H02305.1.v2.0|Migut.H02306.1.v2.0+,MgL1_08g24120.1|MgL1_08g24130.1+,MgS1_08g23620.1|MgS1_08g23630.1+
22481,chr8,13866,Migut.H02307.1.v2.0,MgL1_08g24140.1,MgS1_08g23640.1
22482,chr8,13867,Migut.H02308.1.v2.0,MgL1_08g24150.1,MgS1_08g23650.1
8832,chr8,13867.5,Migut.H02309.1.v2.0,,
22483,chr8,13868,Migut.H02310.1.v2.0,MgL1_08g24160.1,MgS1_08g23660.1
8833,chr8,13869,Migut.H02311.1.v2.0,,
22484,chr8,13869,,MgL1_08g24170.1,MgS1_08g23670.1
8834,chr8,13870,Migut.H02312.1.v2.0,,
22485,chr8,13870,,MgL1_08g24180.1,MgS1_08g23680.1
22486,chr8,13871,Migut.H02313.1.v2.0,MgL1_08g24190.1,MgS1_08g23690.1
8835,chr8,13871.75,Migut.H02314.1.v2.0,,
22487,chr8,13872,,MgL1_08g24200.1,MgS1_08g23700.1
8836,chr8,13872.5,Migut.H02315.1.v2.0,,
22488,chr8,13873,,MgL1_08g24210.1,MgS1_08g23710.1
8837,chr8,13873.25,Migut.H02316.1.v2.0,,
22489,chr8,13874,Migut.H02317.1.v2.0,,MgS1_08g23720.1
8838,chr8,13875,Migut.H02318.1.v2.0,,
22490,chr8,13875,,MgL1_08g24220.1,MgS1_08g23730.1
22491,chr8,13876,Migut.H02319.1.v2.0,MgL1_08g24230.1,MgS1_08g23740.1
22492,chr8,13877,Migut.H02320.1.v2.0,MgL1_08g24240.1,MgS1_08g23750.1
8839,chr8,13878,Migut.H02321.1.v2.0|Migut.H02321.1.v2.0,MgL1_08g24250.1,
22493,chr8,13878,,,MgS1_08g23760.1
22494,chr8,13879,Migut.H02322.1.v2.0,MgL1_08g24260.1,MgS1_08g23770.1
22495,chr8,13880,Migut.H02323.1.v2.0,MgL1_08g24270.1|MgL1_08g24710.1+,MgS1_08g23780.1
22496,chr8,13881,,,MgS1_08g23790.1
22497,chr8,13882,,MgL1_08g24290.1,MgS1_08g23800.1
22498,chr8,13883,,,MgS1_08g23810.1
8840,chr8,13884,,MgL1_08g24300.1,
22499,chr8,13884,,,MgS1_08g23820.1
22500,chr8,13885,,,MgS1_08g23830.1
8841,chr8,13886,,MgL1_08g24320.1,
22501,chr8,13886,Migut.H02324.1.v2.0|Migut.H02325.1.v2.0+,MgL1_08g24280.1|MgL1_08g24310.1+,MgS1_08g23840.1|MgS1_08g23850.1+
22502,chr8,13888,Migut.H02326.1.v2.0,MgL1_08g24330.1,MgS1_08g23860.1
22503,chr8,13889,,MgL1_08g24340.1,MgS1_08g23870.1
22504,chr8,13890,Migut.H02327.1.v2.0,MgL1_08g24350.1,MgS1_08g23880.1
22505,chr8,13891,Migut.H02328.1.v2.0,MgL1_08g24360.1,MgS1_08g23890.1
22506,chr8,13892,Migut.H02329.1.v2.0,MgL1_08g24370.1,MgS1_08g23900.1
22507,chr8,13893,Migut.H02330.1.v2.0,,MgS1_08g23910.1
8842,chr8,13894,Migut.H02331.1.v2.0,,
22508,chr8,13894,Migut.H02397.1.v2.0,,MgS1_08g23920.1
22509,chr8,13895,Migut.H02332.1.v2.0,MgL1_08g24380.1,MgS1_08g23930.1
8843,chr8,13896,Migut.H02333.2.v2.0,,
22510,chr8,13896,,MgL1_08g24390.1,MgS1_08g23940.1
22511,chr8,13897,Migut.H02333.1.v2.0,MgL1_08g24400.1,MgS1_08g23960.1
22512,chr8,13898,Migut.H02336.2.v2.0|Migut.H02336.1.v2.0+,MgL1_08g24420.1,MgS1_08g23970.1
22513,chr8,13899,Migut.H02334.1.v2.0|Migut.H02337.1.v2.0+,MgL1_08g24410.1|MgL1_08g24430.1+,MgS1_08g23980.1
8844,chr8,13899.5,Migut.H02335.1.v2.0,,
22514,chr8,13900,,MgL1_08g24440.1,MgS1_08g23990.1
8845,chr8,13900.5,Migut.H02338.1.v2.0|Migut.H02338.2.v2.0+,,
22515,chr8,13901,Migut.H02339.1.v2.0,MgL1_08g24450.1,MgS1_08g24000.1
22516,chr8,13902,Migut.H02340.1.v2.0,MgL1_08g24470.1,MgS1_08g24010.1
22517,chr8,13903,Migut.H02341.1.v2.0|Migut.H02341.2.v2.0+,MgL1_08g24480.1,MgS1_08g24020.1
8846,chr8,13903.5,Migut.H02341.3.v2.0|Migut.H02341.4.v2.0+,,
22518,chr8,13904,Migut.H02342.1.v2.0,MgL1_08g24490.1,MgS1_08g24030.1
22519,chr8,13905,Migut.H02343.1.v2.0,MgL1_08g24500.1,MgS1_08g24040.1
22520,chr8,13906,Migut.H02344.1.v2.0,MgL1_08g24510.1,MgS1_08g24050.1
22521,chr8,13907,Migut.H02345.1.v2.0|Migut.H02345.2.v2.0+,MgL1_08g24520.1,MgS1_08g24060.1
22522,chr8,13908,Migut.H02346.3.v2.0|Migut.H02346.2.v2.0+|Migut.H02346.1.v2.0+,MgL1_08g24530.1,MgS1_08g24070.1
22523,chr8,13909,Migut.H02347.1.v2.0,MgL1_08g24540.1,MgS1_08g24080.1
22524,chr8,13910,Migut.H02348.1.v2.0,MgL1_08g24550.1,MgS1_08g24090.1
22525,chr8,13911,Migut.H02349.1.v2.0,MgL1_08g24560.1,MgS1_08g24100.1
8847,chr8,13911.5,Migut.H02350.1.v2.0|Migut.H02350.1.v2.0,MgL1_08g24570.1,
22526,chr8,13912,,MgL1_08g24580.1,MgS1_08g24110.1
8848,chr8,13912.5,Migut.H02351.1.v2.0,,
22527,chr8,13913,,,MgS1_08g24120.1
8849,chr8,13913.25,Migut.H02352.1.v2.0,,
22528,chr8,13914,Migut.H02353.1.v2.0,MgL1_08g24590.1,MgS1_08g24130.1
8850,chr8,13914.6,,MgL1_08g24600.1,
22529,chr8,13915,,MgL1_08g24630.1,MgS1_08g24140.1
8851,chr8,13915.8,,MgL1_08g24620.1,
22530,chr8,13916,,MgL1_08g24610.1,MgS1_08g24150.1
22531,chr8,13917,Migut.H02354.1.v2.0,MgL1_08g24640.1|MgL1_08g24670.1+,MgS1_08g24160.1
8852,chr8,13917.3333333333,,MgL1_08g24650.1,
8853,chr8,13918,,MgL1_08g24680.1,
22532,chr8,13918,Migut.H02355.1.v2.0,MgL1_08g24660.1,MgS1_08g24170.1
8854,chr8,13918.3333333333,,MgL1_08g24690.1,
8855,chr8,13918.5,Migut.H02356.1.v2.0,,
8856,chr8,13918.6666666667,,MgL1_08g24720.1,
8857,chr8,13919,Migut.H02357.1.v2.0|Migut.H02357.1.v2.0,MgL1_08g24730.1,
22533,chr8,13919,Migut.H02361.1.v2.0,MgL1_08g24790.1,MgS1_08g24180.1
8858,chr8,13919.3333333333,,MgL1_08g24740.1,
8859,chr8,13919.5,Migut.H02358.1.v2.0,,
22534,chr8,13920,Migut.H02359.1.v2.0,MgL1_08g24760.1,MgS1_08g24190.1
8860,chr8,13920.6666666667,Migut.H02360.1.v2.0|Migut.H02360.1.v2.0|Migut.H02360.2.v2.0+|Migut.H02360.2.v2.0+,MgL1_08g24770.1,
22535,chr8,13921,,MgL1_08g24750.1,MgS1_08g24200.1
22536,chr8,13922,Migut.H02362.1.v2.0,MgL1_08g24800.1,MgS1_08g24210.1
22537,chr8,13923,Migut.H02363.1.v2.0|Migut.H02363.2.v2.0+,MgL1_08g24810.1,MgS1_08g24220.1
22538,chr8,13924,Migut.H02364.1.v2.0,MgL1_08g24820.1,MgS1_08g24230.1
22539,chr8,13925,Migut.H02365.1.v2.0,MgL1_08g24830.1,MgS1_08g24240.1
22540,chr8,13926,Migut.H02366.1.v2.0,MgL1_08g24840.1,MgS1_08g24260.1
22541,chr8,13927,Migut.H02367.1.v2.0,MgL1_08g24850.1,MgS1_08g24270.1
22542,chr8,13928,,,MgS1_08g24280.1
22543,chr8,13929,Migut.H02368.1.v2.0,MgL1_08g24860.1,MgS1_08g24290.1
22544,chr8,13930,Migut.H02369.1.v2.0,MgL1_08g24870.1,MgS1_08g24300.1
8861,chr8,13931,Migut.H02370.1.v2.0,,
22545,chr8,13931,,,MgS1_08g24310.1
22546,chr8,13932,Migut.H02371.1.v2.0,,MgS1_08g24320.1
22547,chr8,13933,Migut.H02372.1.v2.0,MgL1_08g24890.1,MgS1_08g24330.1
22548,chr8,13934,Migut.H02373.1.v2.0,MgL1_08g24900.1|MgL1_08g24910.1+,MgS1_08g24340.1
8862,chr8,13934.5,Migut.H02374.1.v2.0,,
22549,chr8,13935,Migut.H02375.1.v2.0|Migut.H02376.1.v2.0+,MgL1_08g24920.1,MgS1_08g24350.1|MgS1_08g24360.1+
22550,chr8,13937,Migut.H02377.1.v2.0,MgL1_08g24930.1,MgS1_08g24370.1
22551,chr8,13938,Migut.H02378.1.v2.0,MgL1_08g24940.1,MgS1_08g24380.1
22552,chr8,13939,Migut.H02379.1.v2.0,MgL1_08g24950.1,MgS1_08g24390.1
8863,chr8,13939.5,Migut.H02380.1.v2.0,,
22553,chr8,13940,Migut.H02381.1.v2.0,MgL1_08g24960.1,MgS1_08g24400.1
8864,chr8,13940.6666666667,Migut.H02382.1.v2.0,,
22554,chr8,13941,,MgL1_08g24970.1,MgS1_08g24410.1
8865,chr8,13941.3333333333,Migut.H02383.1.v2.0,,
22555,chr8,13942,Migut.H02384.1.v2.0|Migut.H02384.2.v2.0+,MgL1_08g24980.1,MgS1_08g24420.1
22556,chr8,13943,Migut.H02385.1.v2.0,MgL1_08g24990.1,MgS1_08g24430.1
22557,chr8,13944,Migut.H02386.1.v2.0,MgL1_08g25000.1,MgS1_08g24440.1
8866,chr8,13945,Migut.H02387.1.v2.0,,
22558,chr8,13945,,,MgS1_08g24450.1
22559,chr8,13946,Migut.H02388.1.v2.0,MgL1_08g25010.1,MgS1_08g24460.1
8867,chr8,13947,Migut.H02389.1.v2.0|Migut.H02389.1.v2.0,MgL1_08g25020.1,
22560,chr8,13947,,,MgS1_08g24470.1
8868,chr8,13948,Migut.H02390.1.v2.0,,
22561,chr8,13948,,MgL1_08g25030.1,MgS1_08g24480.1
22562,chr8,13949,Migut.H02391.1.v2.0,MgL1_08g25040.1,MgS1_08g24490.1
22563,chr8,13950,Migut.H02392.1.v2.0|Migut.H02392.2.v2.0+,MgL1_08g25050.1,MgS1_08g24500.1
22564,chr8,13951,Migut.H02393.1.v2.0,MgL1_08g25060.1,MgS1_08g24510.1
22565,chr8,13952,Migut.H02394.1.v2.0,MgL1_08g25070.1,MgS1_08g24520.1
22566,chr8,13953,Migut.H02395.1.v2.0,MgL1_08g25080.1,MgS1_08g24530.1
22567,chr8,13954,Migut.H02396.1.v2.0,MgL1_08g25090.1,MgS1_08g24540.1
22568,chr8,13955,Migut.H02398.1.v2.0,,MgS1_08g24550.1
22569,chr8,13956,Migut.H02399.1.v2.0|Migut.H02402.1.v2.0+|Migut.H02404.1.v2.0+,MgL1_08g25100.1|MgL1_08g25110.1+,MgS1_08g24560.1|MgS1_08g24570.1+
22570,chr8,13958,Migut.H02401.1.v2.0|Migut.H02406.1.v2.0+,MgL1_08g25120.1|MgL1_08g25130.1+,MgS1_08g24580.1|MgS1_08g24600.1+|MgS1_08g24630.1+
22571,chr8,13959,,,MgS1_08g24590.1|MgS1_08g24610.1+
22572,chr8,13962,Migut.H02400.1.v2.0|Migut.H02403.1.v2.0+|Migut.H02405.1.v2.0+,,MgS1_08g24620.1
22573,chr8,13964,Migut.H02407.1.v2.0,MgL1_08g25140.1,MgS1_08g24640.1
22574,chr8,13965,Migut.H02408.1.v2.0,MgL1_08g25150.1,MgS1_08g24650.1
8869,chr8,13966,Migut.H02409.1.v2.0,,
22575,chr8,13966,,MgL1_08g25160.1,MgS1_08g24660.1
22576,chr8,13967,Migut.H02410.1.v2.0,MgL1_08g25170.1,MgS1_08g24670.1
22577,chr8,13968,Migut.H02411.1.v2.0,MgL1_08g25180.1,MgS1_08g24680.1
8870,chr8,13968.6666666667,Migut.H02413.2.v2.0|Migut.H02413.2.v2.0|Migut.H02413.1.v2.0+|Migut.H02413.1.v2.0+,MgL1_08g25190.1,
22578,chr8,13969,Migut.H02412.1.v2.0|Migut.H02412.4.v2.0+|Migut.H02412.2.v2.0+|Migut.H02412.3.v2.0+,,MgS1_08g24690.1
8871,chr8,13969.3333333333,Migut.H02414.1.v2.0|Migut.H02414.1.v2.0,MgL1_08g25200.1,
22579,chr8,13970,Migut.H02415.1.v2.0,MgL1_08g25210.1,MgS1_08g24700.1
22580,chr8,13971,Migut.H02416.1.v2.0|Migut.H02416.2.v2.0+,MgL1_08g25220.1,MgS1_08g24710.1
22581,chr8,13972,Migut.H02417.1.v2.0,MgL1_08g25230.1|MgL1_08g25240.1+|MgL1_08g25250.1+,MgS1_08g24720.1
22582,chr8,13973,Migut.H02418.1.v2.0|Migut.H02419.1.v2.0+|Migut.H02420.1.v2.0+,MgL1_08g25260.1|MgL1_08g25270.1+,MgS1_08g24730.1|MgS1_08g24740.1+|MgS1_08g24750.1+|MgS1_08g24760.1+|MgS1_08g24770.1+
8872,chr8,13975.5,Migut.H02421.1.v2.0|Migut.H02421.1.v2.0,MgL1_08g25280.1,
8873,chr8,13976.5,Migut.H02422.1.v2.0,,
22583,chr8,13978,Migut.H02423.1.v2.0,MgL1_08g25290.1|MgL1_08g25300.1+,MgS1_08g24780.1|MgS1_08g24790.1+
22584,chr8,13980,Migut.H02424.1.v2.0,MgL1_08g25310.1,MgS1_08g24800.1
22585,chr8,13981,Migut.H02425.1.v2.0,MgL1_08g25320.1,MgS1_08g24810.1
22586,chr8,13982,Migut.H02426.1.v2.0|Migut.H02426.2.v2.0+,MgL1_08g25330.1,MgS1_08g24820.1
22587,chr8,13983,Migut.H02427.1.v2.0,MgL1_08g25340.1,MgS1_08g24830.1
22588,chr8,13984,Migut.H02428.1.v2.0,MgL1_08g25350.1,MgS1_08g24840.1
22589,chr8,13985,Migut.H02429.1.v2.0,MgL1_08g25360.1,MgS1_08g24850.1
8874,chr8,13985.5,Migut.H02430.1.v2.0,,
22590,chr8,13986,Migut.H02431.1.v2.0,MgL1_08g25370.1,MgS1_08g24860.1
22591,chr8,13987,Migut.H02432.1.v2.0,MgL1_08g25380.1,MgS1_08g24870.1
22592,chr8,13988,Migut.H02433.1.v2.0,MgL1_08g25390.1,MgS1_08g24880.1
22593,chr8,13989,Migut.H02434.1.v2.0,MgL1_08g25400.1,MgS1_08g24890.1
8875,chr8,13990,,MgL1_08g25410.1,
22594,chr8,13990,Migut.H02435.1.v2.0,,MgS1_08g24900.1
8876,chr8,13991,,MgL1_08g25420.1,
22595,chr8,13991,Migut.H02436.1.v2.0,,MgS1_08g24910.1
22596,chr8,13992,Migut.H02437.1.v2.0,MgL1_08g25430.1,MgS1_08g24920.1
22597,chr8,13993,Migut.H02438.2.v2.0|Migut.H02438.1.v2.0+,MgL1_08g25440.1,MgS1_08g24930.1
22598,chr8,13994,Migut.H02439.1.v2.0,MgL1_08g25450.1,MgS1_08g24940.1
8877,chr8,13994.5,Migut.H02439.2.v2.0,,
8878,chr8,13995,Migut.H02440.1.v2.0|Migut.H02440.1.v2.0,MgL1_08g25460.1,
22599,chr8,13995,,,MgS1_08g24950.1
22600,chr8,13996,Migut.H02441.1.v2.0,MgL1_08g25470.1,MgS1_08g24960.1
8879,chr8,13997,,MgL1_08g25480.1,
22601,chr8,13997,Migut.H02442.1.v2.0,,MgS1_08g24970.1
22602,chr8,13998,Migut.H02443.2.v2.0|Migut.H02443.1.v2.0+|Migut.H02443.3.v2.0+|Migut.H02443.4.v2.0+,MgL1_08g25490.1,MgS1_08g24980.1
8880,chr8,13998.5,,MgL1_08g25500.1,
22603,chr8,13999,Migut.H02444.1.v2.0,MgL1_08g25510.1,MgS1_08g24990.1
8881,chr8,13999.5,Migut.H02445.1.v2.0,,
22604,chr8,14000,Migut.H02446.1.v2.0,MgL1_08g25520.1,MgS1_08g25000.1
22605,chr8,14001,Migut.H02447.1.v2.0,MgL1_08g25530.1,MgS1_08g25010.1
22606,chr8,14002,Migut.H02448.1.v2.0,MgL1_08g25540.1,MgS1_08g25020.1
22607,chr8,14003,Migut.H02449.2.v2.0|Migut.H02449.1.v2.0+,MgL1_08g25550.1,MgS1_08g25030.1
8882,chr8,14003.3333333333,Migut.H02449.3.v2.0,,
22608,chr8,14004,Migut.H02450.1.v2.0|Migut.H02450.2.v2.0+|Migut.H02450.3.v2.0+,MgL1_08g25560.1,MgS1_08g25040.1
22609,chr8,14005,Migut.H02451.1.v2.0,MgL1_08g25570.1,MgS1_08g25050.1
8883,chr8,14006,Migut.H02452.1.v2.0,,
22610,chr8,14006,,MgL1_08g25580.1,MgS1_08g25060.1
22611,chr8,14007,Migut.H02453.1.v2.0,MgL1_08g25590.1,MgS1_08g25070.1
22612,chr8,14008,Migut.H02455.1.v2.0,MgL1_08g25600.1,MgS1_08g25080.1
22613,chr8,14009,Migut.H02456.1.v2.0,,MgS1_08g25090.1
22614,chr8,14010,Migut.H02454.1.v2.0,MgL1_08g25610.1,MgS1_08g25100.1
22615,chr8,14011,Migut.H02457.1.v2.0,MgL1_08g25630.1,MgS1_08g25120.1
22616,chr8,14012,Migut.H02458.2.v2.0|Migut.H02458.1.v2.0+,MgL1_08g25640.1,MgS1_08g25130.1
22617,chr8,14013,Migut.H02459.1.v2.0,MgL1_08g25650.1,MgS1_08g25140.1
22618,chr8,14014,Migut.H02460.1.v2.0,MgL1_08g25660.1,MgS1_08g25150.1
8884,chr8,14014.5,Migut.H02461.1.v2.0,,
8885,chr8,14015,Migut.H02462.1.v2.0|Migut.H02462.1.v2.0,MgL1_08g25670.1,
22619,chr8,14015,,,MgS1_08g25160.1
8886,chr8,14015.5,Migut.H02463.1.v2.0,,
22620,chr8,14016,Migut.H02464.1.v2.0|Migut.H02464.2.v2.0+,MgL1_08g25680.1,MgS1_08g25170.1
22621,chr8,14017,Migut.H02465.1.v2.0|Migut.H02465.2.v2.0+,MgL1_08g25690.1,MgS1_08g25180.1
22622,chr8,14018,Migut.H02466.1.v2.0,MgL1_08g25700.1,MgS1_08g25190.1
8887,chr8,14018.6,Migut.H02467.1.v2.0,,
22623,chr8,14019,,,MgS1_08g25200.1
8888,chr8,14019.4,Migut.H02468.1.v2.0,,
22624,chr8,14020,,,MgS1_08g25210.1
8889,chr8,14020.2,Migut.H02469.1.v2.0,,
22625,chr8,14021,Migut.H02470.1.v2.0,MgL1_08g25710.1,MgS1_08g25220.1
22626,chr8,14022,Migut.H02471.1.v2.0,MgL1_08g25720.1,MgS1_08g25230.1
22627,chr8,14023,Migut.H02472.1.v2.0,MgL1_08g25730.1,MgS1_08g25240.1
22628,chr8,14024,Migut.H02473.1.v2.0,MgL1_08g25740.1,MgS1_08g25250.1
8890,chr8,14024.5,Migut.H02474.1.v2.0|Migut.H02474.1.v2.0,MgL1_08g25750.1,
22629,chr8,14025,Migut.H02475.1.v2.0,MgL1_08g25760.1,MgS1_08g25260.1
22630,chr8,14026,Migut.H02476.1.v2.0,MgL1_08g25770.1,MgS1_08g25270.1
8891,chr8,14027,,MgL1_08g25780.1,
22631,chr8,14027,Migut.H02477.1.v2.0,,MgS1_08g25280.1
22632,chr8,14028,Migut.H02478.1.v2.0,MgL1_08g25790.1,MgS1_08g25290.1
22633,chr8,14029,,MgL1_08g25800.1,MgS1_08g25300.1
8892,chr8,14029.3333333333,Migut.H02479.1.v2.0,,
8893,chr8,14030,,MgL1_08g25810.1,
22634,chr8,14030,,,MgS1_08g25310.1
8894,chr8,14030.6666666667,Migut.H02480.1.v2.0,,
22635,chr8,14031,,MgL1_08g25820.1,MgS1_08g25320.1
22636,chr8,14032,Migut.H02481.1.v2.0,MgL1_08g25830.1,MgS1_08g25330.1
22637,chr8,14033,Migut.H02482.1.v2.0,,MgS1_08g25340.1
22638,chr8,14034,Migut.H02483.1.v2.0,MgL1_08g25840.1,MgS1_08g25350.1
22639,chr8,14035,Migut.H02484.1.v2.0,,MgS1_08g25360.1
22640,chr8,14036,Migut.H02485.1.v2.0,MgL1_08g25850.1,MgS1_08g25370.1
8895,chr8,14036.75,Migut.H02486.1.v2.0,,
22641,chr8,14037,,MgL1_08g25860.1,MgS1_08g25380.1
22642,chr8,14038,Migut.H02487.1.v2.0,MgL1_08g25870.1,MgS1_08g25390.1
8896,chr8,14038.3333333333,Migut.H02488.1.v2.0|Migut.H02488.1.v2.0,MgL1_08g25880.1,
22643,chr8,14039,Migut.H02489.1.v2.0,MgL1_08g25890.1,MgS1_08g25400.1
22644,chr8,14040,,MgL1_08g25900.1,MgS1_08g25410.1
22645,chr8,14041,Migut.H02490.1.v2.0|Migut.H02490.2.v2.0+,MgL1_08g25910.1,MgS1_08g25420.1
8897,chr8,14041.3333333333,Migut.H02491.1.v2.0|Migut.H02491.1.v2.0,MgL1_08g25920.1,
22646,chr8,14042,Migut.H02492.1.v2.0,MgL1_08g25930.1,MgS1_08g25430.1
22647,chr8,14043,Migut.H02493.1.v2.0,MgL1_08g25940.1,MgS1_08g25440.1
22648,chr8,14044,Migut.H02494.1.v2.0,MgL1_08g25950.1,MgS1_08g25450.1
22649,chr8,14045,Migut.H02495.1.v2.0,MgL1_08g25960.1,MgS1_08g25460.1
22650,chr8,14046,Migut.H02496.1.v2.0,MgL1_08g25970.1,MgS1_08g25470.1
8898,chr8,14047,,MgL1_08g25980.1,
22651,chr8,14047,Migut.H02497.1.v2.0,,MgS1_08g25480.1
